,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3
강남구 2023-12-01(금),15.35,20.0,22.29,21.18,19.29,17.78,18.0,19.35,18.75,18.18,18.86,18.95,19.02,19.53,20.0,21.54,22.5,21.95,21.95,22.11,22.5,20.0,17.42,18.62
강남구 2023-12-02(토),15.32,19.09,21.67,22.29,21.29,20.69,18.75,20.62,19.41,18.86,20.0,19.46,18.46,19.46,20.0,20.53,20.49,21.95,21.95,23.33,23.23,20.62,19.35,18.75
강남구 2023-12-03(일),15.0,19.57,20.53,20.57,21.29,19.35,20.0,20.69,20.0,19.35,20.0,19.41,20.57,20.57,20.57,21.08,21.54,21.54,22.11,21.82,24.0,20.62,18.33,20.62
강남구 2023-12-04(월),15.79,19.46,22.29,21.18,20.0,20.0,18.0,20.0,18.75,18.75,19.41,20.0,20.0,21.43,20.93,22.5,22.5,22.5,22.11,21.67,22.0,20.0,19.46,20.62
강남구 2023-12-05(화),15.0,18.95,22.29,21.18,19.29,20.0,18.0,20.0,18.75,18.75,19.41,19.46,19.5,20.0,21.43,22.5,22.5,21.95,22.5,21.67,22.0,20.57,17.84,19.35
강남구 2023-12-06(수),16.0,20.0,22.29,21.18,19.29,20.0,18.62,18.0,18.75,18.75,19.41,19.46,19.5,20.0,20.0,22.5,22.5,22.5,21.0,21.67,22.0,20.57,18.33,20.0
강남구 2023-12-07(목),16.74,20.0,22.94,21.18,19.29,20.0,18.62,18.0,18.75,18.75,19.41,20.0,19.5,20.49,20.49,23.08,21.95,21.95,22.5,21.67,22.0,20.0,18.86,18.75
강남구 2023-12-08(금),15.65,19.5,22.94,21.82,20.0,20.0,18.62,20.0,18.75,20.0,18.86,19.46,19.02,20.0,20.49,21.54,22.5,21.95,21.95,22.11,23.23,20.0,19.41,19.35
강남구 2023-12-09(토),16.0,19.53,21.67,22.94,21.29,20.0,18.75,20.0,19.41,19.41,20.57,19.46,18.95,19.46,20.0,22.11,21.95,21.43,21.43,23.33,22.5,21.29,17.65,20.69
강남구 2023-12-10(일),14.69,20.0,21.67,21.18,21.29,20.69,18.62,20.0,20.0,19.35,20.0,19.41,20.57,20.57,20.57,21.08,21.54,21.54,22.11,21.18,23.23,20.0,20.57,19.35
강남구 2023-12-11(월),16.1,19.46,22.29,21.18,19.29,20.0,18.0,19.35,18.75,18.75,19.41,19.46,19.5,19.53,20.93,21.95,22.5,21.0,21.54,22.29,20.69,18.86,19.46,19.35
강남구 2023-12-12(화),16.5,18.95,22.29,21.18,20.0,20.0,18.62,18.0,18.75,18.75,19.41,19.46,19.5,20.0,20.49,23.08,22.5,22.5,22.5,21.67,22.0,18.86,18.46,20.0
강남구 2023-12-13(수),16.36,19.5,22.29,21.82,19.29,20.0,18.62,18.0,18.75,18.75,19.41,19.46,19.5,20.49,20.49,23.08,22.5,22.5,21.0,21.67,22.0,21.18,17.84,19.41
강남구 2023-12-14(목),16.0,20.53,22.29,21.18,19.29,17.78,18.62,20.0,18.75,18.18,18.86,19.46,19.02,20.0,20.0,21.0,21.95,21.43,21.95,21.08,22.0,20.69,18.18,17.42
강동구 2023-12-01(금),16.1,20.0,21.43,21.0,20.0,19.35,18.75,18.75,18.75,18.0,18.0,16.88,18.33,18.86,18.75,18.62,18.0,17.42,18.0,17.78,17.5,18.0,15.88,17.5
강동구 2023-12-02(토),16.36,18.95,20.0,20.57,19.41,19.41,18.86,19.41,19.41,18.18,19.41,17.84,17.84,18.75,18.0,19.35,19.35,18.75,20.0,19.2,18.95,18.46,17.14,20.0
강동구 2023-12-03(일),16.36,20.0,20.0,20.57,19.41,18.75,20.0,20.62,18.75,19.35,19.35,18.75,19.35,20.0,19.29,19.35,19.35,19.35,20.0,18.26,16.67,15.88,15.48,19.2
강동구 2023-12-04(월),15.38,20.49,20.93,20.49,20.0,20.62,18.18,18.75,19.35,18.62,18.62,18.0,17.65,19.41,20.0,18.0,19.35,18.0,18.62,18.46,15.65,18.0,16.74,18.46
강동구 2023-12-05(화),16.5,21.0,20.93,20.49,19.41,20.0,18.18,18.75,18.75,18.0,18.0,17.42,17.14,19.41,18.75,18.62,17.42,19.35,18.0,18.46,17.5,14.59,16.92,19.29
강동구 2023-12-06(수),15.79,21.0,20.93,21.0,20.0,20.62,18.75,18.75,18.75,18.62,18.0,17.42,18.86,19.41,18.75,18.62,19.35,18.0,17.42,17.78,16.15,15.38,16.67,20.77
강동구 2023-12-07(목),15.38,21.0,20.93,21.0,20.0,20.62,18.18,18.18,18.75,18.0,18.0,16.88,19.41,19.41,18.75,18.62,18.0,17.42,17.42,17.78,17.5,15.88,16.74,19.29
강동구 2023-12-08(금),15.38,21.0,20.93,21.0,20.62,19.35,18.18,18.75,18.75,17.42,17.42,18.18,18.33,18.33,18.18,18.62,18.0,19.35,19.35,17.78,17.14,17.42,17.42,17.14
강동구 2023-12-09(토),15.0,19.46,20.57,20.0,20.0,20.0,18.86,19.41,19.41,20.0,18.86,19.46,17.84,18.18,18.0,19.35,19.35,20.62,18.18,19.2,18.95,18.0,15.56,17.14
강동구 2023-12-10(일),16.1,20.53,20.0,21.18,20.0,20.0,20.62,20.0,18.75,19.35,18.18,18.75,19.35,18.0,18.0,19.35,18.75,18.75,18.0,18.26,15.79,15.43,16.55,20.0
강동구 2023-12-11(월),16.5,20.49,20.93,20.49,20.0,18.75,18.18,18.75,19.35,18.62,18.0,17.42,18.18,19.41,18.75,18.62,18.62,18.0,17.14,17.78,17.5,17.84,16.22,18.46
강동구 2023-12-12(화),16.92,19.5,20.93,20.49,20.0,20.0,18.18,18.75,18.75,18.0,18.0,16.88,17.65,19.41,18.75,18.62,18.0,19.35,18.62,18.46,16.8,17.65,16.5,18.62
강동구 2023-12-13(수),16.1,21.0,20.93,21.0,20.0,20.0,18.18,18.75,18.75,18.0,17.42,17.42,18.86,19.41,18.75,19.29,18.0,18.0,18.0,17.78,16.36,18.86,17.65,20.0
강동구 2023-12-14(목),16.22,21.0,20.93,21.0,20.0,18.75,17.65,18.18,18.75,18.0,18.0,17.42,17.65,19.41,19.35,19.29,18.0,18.0,18.62,18.46,17.5,15.43,14.63,18.46
강북구 2023-12-01(금),16.1,19.02,20.0,18.57,17.65,16.88,16.0,16.55,16.55,16.55,16.0,16.55,16.0,16.0,17.78,17.5,16.8,18.46,16.8,17.14,16.67,15.0,15.0,19.2
강북구 2023-12-02(토),17.14,19.02,19.46,18.86,18.18,18.75,18.18,16.88,17.42,18.0,16.88,16.88,17.42,17.14,16.8,16.8,17.78,17.78,18.46,18.0,16.0,17.65,19.09,16.36
강북구 2023-12-03(일),15.79,17.84,20.57,20.57,20.0,18.75,17.42,17.42,17.42,18.0,18.0,18.62,19.29,17.78,18.46,20.0,19.29,18.46,17.5,15.79,15.0,18.75,18.26,17.5
강북구 2023-12-04(월),16.1,19.53,19.09,19.09,18.18,17.42,18.0,16.55,16.55,17.14,16.55,17.14,16.0,18.0,17.14,16.8,17.78,18.46,16.8,18.0,18.75,16.36,17.14,19.2
강북구 2023-12-05(화),16.5,19.53,19.53,19.53,17.65,16.88,17.42,16.55,16.55,17.14,17.14,16.55,16.0,18.0,17.78,16.8,18.46,16.8,16.8,17.14,18.75,16.36,18.0,19.2
강북구 2023-12-06(수),16.5,18.57,19.53,20.0,18.18,17.42,18.0,16.55,16.0,15.0,17.14,16.55,16.0,18.0,17.78,16.8,18.46,18.46,17.5,17.14,16.67,16.67,19.09,17.5
강북구 2023-12-07(목),16.1,19.53,19.53,20.0,18.18,19.35,17.42,16.0,16.55,17.14,17.14,16.55,18.0,18.0,17.78,16.8,17.78,18.46,16.8,17.14,16.67,15.0,16.36,17.5
강북구 2023-12-08(금),16.1,18.57,19.53,19.02,18.18,16.88,16.0,16.55,16.0,16.55,16.0,16.0,18.0,16.0,17.78,17.5,18.46,18.46,16.8,16.36,17.65,16.67,16.15,18.95
강북구 2023-12-09(토),15.71,19.02,20.0,20.0,20.0,18.75,18.18,16.88,17.42,17.42,16.88,18.18,16.88,16.55,18.46,16.8,18.62,17.14,17.78,17.14,15.0,18.75,18.26,18.0
강북구 2023-12-10(일),16.22,18.95,20.57,20.57,18.75,18.75,18.0,17.42,18.0,18.0,18.62,17.42,18.62,17.78,18.46,19.29,18.62,18.46,16.8,15.79,18.75,18.75,18.26,19.2
강북구 2023-12-11(월),16.5,19.53,19.09,17.73,16.22,17.42,16.55,16.55,16.55,17.14,17.14,17.14,16.55,16.0,17.78,17.5,18.46,16.8,19.2,18.0,16.0,16.67,16.36,20.87
강북구 2023-12-12(화),16.1,18.57,19.53,18.57,17.65,17.42,18.0,16.55,16.55,16.55,17.14,17.14,16.55,18.62,17.78,17.5,16.15,18.46,16.8,17.14,17.65,18.0,19.2,17.5
강북구 2023-12-13(수),16.5,18.57,19.53,18.57,18.18,17.42,17.42,16.55,16.55,16.0,16.55,16.55,16.0,16.55,17.78,17.5,17.78,16.8,16.8,17.14,17.65,16.36,19.2,17.5
강북구 2023-12-14(목),16.1,20.0,19.53,18.57,18.18,16.88,17.42,16.0,16.0,16.55,16.55,16.55,16.0,16.55,17.78,17.5,16.15,16.8,17.5,16.36,17.65,17.5,18.26,18.46
강서구 2023-12-01(금),16.36,21.0,21.95,21.54,20.62,21.29,20.0,20.0,20.0,20.62,19.41,18.86,20.0,20.53,20.0,21.29,20.62,20.0,20.0,20.69,17.14,15.56,17.78,18.26
강서구 2023-12-02(토),16.67,20.49,22.29,21.67,21.18,21.82,20.57,20.57,20.57,21.18,20.57,20.0,20.0,20.0,21.29,21.29,19.41,21.82,20.0,20.0,17.65,16.55,16.15,20.0
강서구 2023-12-03(일),15.43,20.0,21.82,22.29,22.29,22.29,21.18,21.18,21.82,21.18,21.18,20.57,21.82,21.29,22.5,22.5,20.57,21.18,21.82,20.0,17.65,17.14,17.78,19.35
강서구 2023-12-04(월),17.14,20.49,22.86,21.0,20.62,20.62,20.0,20.0,20.62,19.35,20.0,18.75,19.41,21.08,21.67,21.82,21.18,20.62,20.62,20.69,17.14,17.5,17.42,18.46
강서구 2023-12-05(화),15.88,20.49,21.95,20.49,20.62,20.62,21.18,20.0,20.0,20.62,18.75,20.0,19.41,21.67,20.0,21.82,21.18,21.18,20.0,20.69,20.0,17.42,18.18,18.62
강서구 2023-12-06(수),17.14,21.0,21.95,21.54,20.62,20.62,20.0,20.0,20.62,19.35,18.75,20.0,19.41,21.08,20.57,21.82,21.18,21.18,20.62,20.69,18.95,17.42,17.65,17.78
강서구 2023-12-07(목),17.14,21.0,23.41,21.54,20.62,20.62,20.0,21.18,20.0,18.75,20.62,20.0,18.86,21.67,20.57,22.5,21.18,21.18,21.82,21.29,17.14,15.48,16.55,19.35
강서구 2023-12-08(금),15.88,21.0,22.5,21.54,21.29,21.29,20.0,20.0,20.0,20.0,20.0,18.86,20.0,21.08,20.57,20.62,20.0,21.18,20.0,21.29,17.14,16.15,16.88,20.0
강서구 2023-12-09(토),15.79,21.0,20.57,21.67,21.18,21.82,21.67,20.57,20.57,21.18,20.0,20.0,20.0,20.0,21.29,21.29,20.0,21.18,20.57,20.0,18.75,16.15,16.36,19.09
강서구 2023-12-10(일),16.36,20.0,21.18,21.67,22.29,22.29,20.57,22.29,21.18,21.82,21.82,20.57,21.82,20.62,20.62,20.62,21.18,21.82,21.82,20.69,18.0,17.14,15.88,19.29
강서구 2023-12-11(월),15.88,21.0,21.43,21.0,20.62,20.62,20.0,20.0,20.62,19.35,18.75,18.75,19.41,21.08,20.0,20.0,21.82,21.82,20.62,20.69,19.09,14.48,16.0,20.87
강서구 2023-12-12(화),15.88,21.0,21.95,21.54,20.62,20.62,21.18,19.41,20.0,20.0,19.41,20.0,18.86,21.08,20.0,21.82,21.18,21.18,20.0,20.69,17.14,15.43,16.88,20.0
강서구 2023-12-13(수),17.14,21.0,21.95,21.54,20.62,20.62,20.0,19.41,20.0,19.35,20.62,20.0,20.57,21.08,20.57,20.62,21.82,21.18,21.82,22.0,17.14,17.14,17.14,19.2
강서구 2023-12-14(목),16.67,21.0,21.95,21.54,20.62,20.62,20.0,20.0,20.0,18.75,20.0,20.0,18.86,20.0,20.57,20.62,21.18,21.18,20.57,21.29,20.0,15.0,16.36,18.46
관악구 2023-12-01(금),14.59,18.95,20.57,19.46,18.75,20.69,18.62,18.0,18.0,18.62,18.0,18.0,16.88,18.18,18.0,20.0,20.0,20.0,20.0,20.77,20.87,23.08,20.87,18.26
관악구 2023-12-02(토),15.0,20.0,21.82,21.18,21.29,19.35,19.35,18.75,18.75,18.75,19.35,18.75,18.18,18.0,19.29,20.0,20.0,20.0,21.29,21.6,24.0,16.15,20.0,19.09
관악구 2023-12-03(일),16.36,20.57,20.62,21.82,20.62,19.35,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.29,20.0,20.0,20.69,19.29,19.29,20.0,20.0,18.95,17.5,20.0
관악구 2023-12-04(월),14.59,20.53,21.67,19.46,18.75,20.69,19.29,18.62,18.62,19.29,17.14,16.55,18.0,17.42,18.0,18.46,19.29,19.29,20.0,20.0,21.0,20.77,20.77,19.2
관악구 2023-12-05(화),14.59,19.46,21.67,19.46,18.75,20.69,19.29,18.62,18.62,17.14,16.55,18.62,18.0,17.42,18.0,18.46,19.29,19.29,19.29,20.0,21.0,21.6,17.5,20.87
관악구 2023-12-06(수),14.59,19.46,21.67,20.0,19.35,20.69,19.29,18.62,18.62,17.14,17.14,18.62,18.0,17.42,18.0,18.46,20.0,19.29,19.29,20.0,22.11,25.0,20.77,19.2
관악구 2023-12-07(목),14.59,19.46,21.67,20.57,19.35,20.69,19.29,18.62,18.62,18.62,17.14,18.62,17.42,18.0,18.62,18.46,19.29,20.69,18.62,21.6,21.0,22.76,18.26,21.43
관악구 2023-12-08(금),15.0,19.46,20.57,20.57,20.0,20.69,19.29,19.29,18.62,18.62,18.62,17.42,18.75,18.75,18.0,20.0,19.29,20.69,20.0,22.22,23.48,24.44,22.22,20.0
관악구 2023-12-09(토),16.22,18.95,20.0,21.82,21.29,20.0,19.35,18.75,19.35,19.35,18.75,18.18,18.18,20.0,20.0,20.0,20.69,21.29,21.29,20.0,24.0,19.29,16.8,20.0
관악구 2023-12-10(일),17.14,20.57,20.62,21.82,20.62,22.0,20.0,20.0,20.0,20.0,20.0,20.0,20.69,20.0,20.0,21.43,20.69,20.69,19.29,19.09,21.18,18.26,18.26,20.0
관악구 2023-12-11(월),14.59,18.95,21.67,19.46,19.35,21.43,19.29,19.29,19.29,17.14,17.78,17.78,18.62,17.42,18.0,18.46,20.0,20.0,20.0,20.87,22.11,24.55,19.09,19.2
관악구 2023-12-12(화),15.0,19.46,20.0,20.0,19.35,21.43,19.29,19.29,18.62,19.29,19.29,18.62,18.0,18.0,18.62,18.46,20.0,19.29,19.29,20.0,22.86,18.75,20.0,20.77
관악구 2023-12-13(수),15.0,18.95,21.67,20.57,19.35,20.69,19.29,18.62,18.62,18.62,19.29,18.62,18.0,18.0,18.62,18.46,19.29,19.29,19.29,20.0,22.86,22.5,19.29,19.2
관악구 2023-12-14(목),15.0,19.46,22.29,20.0,19.35,20.69,19.29,18.62,18.62,17.14,16.55,16.55,17.42,17.42,18.0,18.46,19.29,18.62,18.62,19.2,21.0,20.77,19.2,18.46
광진구 2023-12-01(금),16.36,19.46,21.18,20.0,20.0,20.0,19.29,20.0,20.0,18.0,19.35,20.0,18.86,18.33,18.86,20.62,20.57,19.46,21.08,20.57,18.62,18.62,17.78,19.2
광진구 2023-12-02(토),15.88,19.5,20.62,20.62,20.69,20.0,19.35,19.35,19.35,19.35,19.35,19.41,19.41,18.75,19.35,19.41,20.53,20.53,20.53,20.0,18.46,19.29,17.78,18.26
광진구 2023-12-03(일),15.38,19.02,20.0,21.82,21.29,20.0,20.0,20.0,18.62,20.0,20.0,19.35,20.62,19.35,20.62,21.18,20.57,20.57,20.57,19.35,19.2,18.62,17.78,20.0
광진구 2023-12-04(월),15.88,19.46,22.29,21.18,20.0,20.0,20.69,20.0,20.0,18.0,18.75,20.0,18.86,20.57,20.57,20.0,20.57,20.0,20.57,20.62,18.46,18.62,17.42,19.2
광진구 2023-12-05(화),15.88,20.0,21.18,21.18,20.0,20.0,19.29,20.0,18.62,20.0,18.75,20.0,18.86,20.0,20.57,20.0,20.57,20.0,20.0,19.41,20.0,16.88,16.36,17.5
광진구 2023-12-06(수),15.88,20.0,21.18,21.82,20.0,20.0,19.29,20.0,20.0,18.62,18.75,20.0,18.33,18.86,20.57,20.62,20.57,20.0,21.08,20.0,19.29,18.0,18.62,18.46
광진구 2023-12-07(목),16.36,20.0,21.18,21.82,20.0,20.77,19.29,20.69,20.0,20.0,20.0,20.0,18.86,18.86,19.41,20.0,20.57,20.0,20.0,21.18,19.29,18.18,18.62,16.8
광진구 2023-12-08(금),15.88,20.0,21.18,21.82,20.77,20.77,18.62,20.0,20.0,20.0,18.75,20.0,18.33,18.33,18.86,20.0,20.57,19.46,20.53,20.57,18.62,19.29,16.0,19.2
광진구 2023-12-09(토),16.36,20.0,20.62,20.62,20.69,20.69,19.35,19.35,19.35,19.35,18.75,19.41,19.41,18.18,18.75,19.41,20.0,20.53,20.0,19.41,17.14,19.29,17.14,18.46
광진구 2023-12-10(일),15.0,19.02,20.0,20.62,21.29,20.0,20.0,20.0,20.69,20.69,19.35,18.75,20.62,20.62,20.0,21.18,20.57,21.67,20.57,20.0,20.0,20.0,17.5,18.26
광진구 2023-12-11(월),15.88,19.46,21.18,20.0,19.29,20.0,20.69,20.0,20.0,18.0,19.35,20.0,18.86,18.86,18.33,20.0,19.41,20.57,20.57,21.29,18.46,16.55,18.62,20.0
광진구 2023-12-12(화),15.43,20.0,20.57,21.18,20.0,20.77,20.69,20.0,20.0,20.0,18.75,20.0,18.86,18.86,18.86,20.0,20.57,19.46,20.0,20.0,17.78,18.0,18.0,19.09
광진구 2023-12-13(수),15.43,19.46,20.57,21.82,20.0,20.0,18.62,20.0,20.0,20.0,18.75,20.0,18.86,18.86,21.18,20.62,21.18,20.0,20.0,20.0,20.0,18.0,17.14,19.29
광진구 2023-12-14(목),14.12,19.46,21.18,21.82,20.0,20.0,18.62,20.0,20.0,18.0,18.75,19.41,18.33,18.86,18.86,20.0,18.86,19.46,19.46,19.41,17.78,18.62,17.78,19.2
구로구 2023-12-01(금),17.14,20.45,21.43,19.5,20.0,20.0,19.35,19.35,18.75,19.35,17.42,18.18,18.86,19.46,20.0,20.62,20.62,19.41,19.41,19.35,17.5,18.26,17.14,18.95
구로구 2023-12-02(토),17.87,20.45,21.67,22.29,21.18,20.0,20.0,20.62,18.18,18.18,20.0,19.41,19.41,18.75,19.35,20.62,19.41,19.5,19.46,18.62,15.79,19.09,18.18,20.0
구로구 2023-12-03(일),17.73,20.49,20.57,22.94,21.18,20.62,19.35,19.35,19.35,20.62,20.62,20.0,19.41,20.62,20.62,21.82,20.53,18.46,19.41,17.78,18.95,20.0,19.2,18.26
구로구 2023-12-04(월),19.53,20.45,21.95,20.0,20.0,19.35,19.35,18.75,19.35,17.42,19.35,18.75,19.41,20.0,19.46,21.82,21.82,20.0,20.62,18.62,17.5,18.62,19.29,20.87
구로구 2023-12-05(화),18.14,20.93,21.95,19.5,20.0,19.35,19.35,19.35,19.35,18.0,18.75,18.18,19.41,20.0,20.0,21.82,21.18,19.41,20.0,18.62,19.09,17.78,16.88,19.2
구로구 2023-12-06(수),18.14,20.93,21.95,20.0,20.0,18.75,19.35,19.35,18.75,17.42,18.75,18.18,18.86,20.0,19.46,21.18,20.0,20.0,20.0,18.62,19.2,16.0,17.14,20.0
구로구 2023-12-07(목),18.57,20.93,21.95,20.0,20.0,21.29,18.75,19.35,19.35,17.42,18.75,18.75,20.0,20.57,20.57,21.82,19.41,21.18,20.57,20.0,18.26,19.2,17.65,21.82
구로구 2023-12-08(금),18.14,20.45,21.95,20.53,20.62,20.0,19.35,19.35,18.75,19.35,18.75,18.18,18.86,20.0,20.57,20.62,20.0,19.41,21.18,19.35,17.5,17.5,16.55,18.26
구로구 2023-12-09(토),17.14,20.45,20.57,22.29,21.18,20.0,19.41,20.62,20.62,20.0,20.0,18.86,19.41,18.75,20.0,21.29,19.41,20.0,20.0,18.62,16.67,21.0,17.78,22.11
구로구 2023-12-10(일),17.14,21.0,20.57,22.94,21.18,20.0,19.35,21.29,19.35,20.62,20.0,19.41,19.41,21.82,21.82,21.18,20.57,21.18,21.29,19.2,17.14,21.6,18.0,20.87
구로구 2023-12-11(월),17.73,20.45,21.43,18.57,19.41,19.35,19.35,18.75,19.35,18.0,18.75,18.18,19.41,19.46,19.46,21.18,20.0,19.41,20.62,18.62,19.09,17.78,18.46,20.0
구로구 2023-12-12(화),18.14,20.93,21.95,20.0,20.0,19.35,19.35,19.35,18.75,19.35,19.35,18.18,19.41,20.57,20.57,21.82,20.0,21.18,19.41,20.69,18.26,19.09,18.18,18.26
구로구 2023-12-13(수),18.14,20.93,21.95,20.0,20.0,19.35,18.75,18.75,19.35,18.0,18.75,18.18,19.41,20.57,20.57,21.82,20.0,19.41,21.18,20.0,18.26,17.5,16.36,18.26
구로구 2023-12-14(목),18.14,20.45,22.5,20.0,19.41,19.35,18.75,19.35,19.35,17.42,17.42,17.65,18.86,20.0,19.46,20.0,21.18,18.86,18.86,20.0,19.09,19.09,19.2,19.29
금천구 2023-12-01(금),16.67,20.49,19.5,19.5,18.75,18.0,16.88,19.35,18.75,18.75,18.18,17.65,18.95,19.02,19.5,20.0,19.41,19.41,20.62,20.69,19.09,13.55,15.43,18.75
금천구 2023-12-02(토),16.22,21.0,20.57,20.57,20.0,18.18,19.41,17.65,18.86,18.18,18.18,18.86,17.65,17.42,18.62,20.69,20.0,20.0,19.35,19.09,18.75,15.56,14.12,17.5
금천구 2023-12-03(일),17.42,20.53,20.0,21.18,20.0,20.0,19.35,18.75,19.35,19.35,18.75,20.62,19.35,19.35,21.29,21.29,19.35,20.0,21.43,19.09,16.67,22.86,15.85,18.46
금천구 2023-12-04(월),16.22,20.0,21.0,19.5,18.18,19.35,19.35,19.35,19.35,17.42,17.42,19.35,18.86,21.0,20.49,20.53,22.29,20.57,20.0,19.29,18.0,16.55,14.67,18.46
금천구 2023-12-05(화),16.67,20.49,20.49,19.02,17.65,19.35,19.35,19.35,18.75,18.0,17.42,18.75,20.0,19.5,19.5,21.67,20.57,20.57,20.0,20.0,15.65,17.5,18.14,19.2
금천구 2023-12-06(수),16.67,20.49,21.0,19.5,18.18,18.75,19.35,20.0,18.75,17.42,17.42,18.75,18.33,19.5,19.5,21.67,20.57,20.57,21.18,19.29,19.09,17.65,17.14,18.0
금천구 2023-12-07(목),16.22,20.49,21.0,20.0,18.75,19.35,18.0,18.75,18.75,18.75,17.42,18.75,18.86,20.0,19.02,21.67,22.29,20.57,20.0,20.0,17.65,19.29,16.67,18.26
금천구 2023-12-08(금),15.79,20.49,21.0,20.53,18.75,18.0,17.42,19.35,18.75,18.75,18.75,17.65,18.95,19.5,19.5,20.57,21.18,19.41,21.18,20.0,19.09,17.14,16.0,18.46
금천구 2023-12-09(토),16.92,21.0,20.57,21.18,19.41,20.0,18.86,19.41,17.65,17.65,19.41,18.86,19.41,18.75,18.62,20.69,19.35,19.35,18.75,18.26,18.75,18.0,17.84,19.29
금천구 2023-12-10(일),18.33,20.0,21.82,21.18,19.41,19.41,18.75,18.75,18.75,20.0,20.0,18.75,20.62,19.35,21.29,20.62,20.62,19.35,19.29,20.0,18.0,15.79,14.48,19.09
금천구 2023-12-11(월),16.92,20.0,20.49,18.57,17.65,17.42,18.0,17.42,19.35,17.42,18.0,18.75,18.33,19.02,19.02,21.08,20.57,20.57,20.62,20.0,17.65,16.0,16.88,18.26
금천구 2023-12-12(화),16.67,20.49,21.0,19.5,18.18,19.35,19.35,19.35,19.35,17.42,17.42,18.75,18.33,20.0,19.5,20.57,20.57,21.18,20.0,20.69,19.09,15.56,16.36,17.78
금천구 2023-12-13(수),15.0,20.49,21.0,20.0,18.18,19.35,19.35,19.35,19.35,18.0,17.42,18.75,18.33,20.0,20.0,20.57,20.57,20.57,21.18,18.62,19.09,16.67,16.55,17.5
금천구 2023-12-14(목),16.22,20.49,21.0,20.0,18.75,17.42,17.42,17.42,18.75,17.42,17.42,18.18,17.84,19.5,19.02,20.0,20.0,20.57,20.57,20.69,17.14,14.4,15.71,19.2
노원구 2023-12-01(금),17.56,20.87,22.04,20.87,19.46,20.57,18.86,19.41,19.41,18.75,18.18,17.14,17.14,17.65,19.35,19.29,18.62,18.0,18.62,17.78,17.14,18.46,20.0,19.29
노원구 2023-12-02(토),16.74,20.93,21.95,21.0,20.53,19.46,20.0,18.95,20.0,18.86,18.33,18.33,18.86,17.42,18.62,18.62,18.0,18.0,18.0,17.5,18.0,17.78,20.77,19.29
노원구 2023-12-03(일),16.1,21.0,21.54,21.0,21.08,20.0,20.0,20.0,19.41,20.0,20.0,20.0,20.0,19.35,20.0,20.62,19.35,19.35,18.62,18.26,17.65,20.0,20.69,18.18
노원구 2023-12-04(월),16.74,21.7,21.6,20.87,21.08,20.57,19.41,19.41,18.18,17.42,18.18,16.88,17.65,18.18,18.0,19.29,18.0,18.0,18.62,18.46,20.0,17.42,19.5,18.33
